video_id,title,keyword,keyword_zh,school_slug,school_zh,township_slug,sentence_1,sentence_1_zh,sentence_2,sentence_2_zh,youtube
9Qx7jWgnC8M,Word of the Day :Taiwanese 台語,Taiwanese,台語,fushing,彰化縣永靖鄉福興國小,yongjing,The students learn Taiwanese in class.,同學們在課堂上學習台語。,They learn Taiwanese by watching a video in class.,他們藉由觀看影片來學習台語。,https://www.youtube.com/watch?v=9Qx7jWgnC8M
Sng8aqvRqng,Word of the Day: rollerblade 溜直排輪,rollerblade,溜直排輪,wanlai,彰化縣北斗鎮萬來國小,beidou,These students are practicing to rollerblade.,這些學生正在練習溜直排輪。,Rollerblading can be for fun and also for exercise.,溜直排輪既可提供娛樂，又可作為運動。,https://www.youtube.com/watch?v=Sng8aqvRqng
r6cWkpQtSXA,Word of the Day: relay race 接力賽,relay race,接力賽,shuiwei,彰化縣溪州鄉水尾國小,xizhou,"In the relay race,  students pass their batons to the next runners.",在接力賽中，同學們把接力棒遞給下一棒。,The relay race is a very exciting event.,接力賽是一項非常刺激的比賽。,https://www.youtube.com/watch?v=r6cWkpQtSXA
WKsl-PXKmqA,Word of the Day: dance performance 舞蹈表演,dance performance,舞蹈表演,shuiwei,彰化縣溪州鄉水尾國小,xizhou,The students perform their dance performance.,同學們在做舞蹈表演。,They dance in unison for their dance performance.,他們在做舞蹈表演時舞步一致。,https://www.youtube.com/watch?v=WKsl-PXKmqA
gDSUKSzOhpY,Word of the Day: study hall 自修時間,study hall,自修時間,wanlai,彰化縣北斗鎮萬來國小,beidou,The students are diligently studying in study hall.,學生們在自修時間認真學習。,In study hall the students have to work independently and quietly.,在自修時間，學生必須獨立、安靜地學習。,https://www.youtube.com/watch?v=gDSUKSzOhpY
TCykOKtsrp8,Word of the Day: reading 閱讀,reading,閱讀,wanlai,彰化縣北斗鎮萬來國小,beidou,Look at the students. They’re all reading quietly.,看看這群學生，他們閱讀時多麼安靜啊！,Reading often can help you improve your vocabulary and learn many new things.,閱讀經常可以讓你增加字彙並且學到很多新知。,https://www.youtube.com/watch?v=TCykOKtsrp8
nkQu5GyNBrE,Word of the Day: recorder 直笛,recorder,直笛,fushing,彰化縣永靖鄉福興國小,yongjing,The recorder is the first musical instrument that many students learn.,直笛是很多學生學的第一項樂器。,You can play many songs on a recorder.,你可以用直笛吹奏很多歌曲。,https://www.youtube.com/watch?v=nkQu5GyNBrE
sevwgTvZSRM,Word of the Day: sweep (v) 掃,sweep (v),掃,santiao,彰化縣溪州鄉三條國小,xizhou,"Every day, students sweep away fallen leaves on school grounds.",每天學生打掃校園的落葉。,"Students in Taiwan sweep the school grounds, keeping them clean and neat.",台灣的學生打掃校園，保持校園的乾淨整齊。,https://www.youtube.com/watch?v=sevwgTvZSRM
LTMP1jfFbgE,Word of the Day: event (n) 活動,event (n),活動,yuying,彰化縣員林市育英國小,yuanlin-city,The school holds a “Disability Awareness” event.,學校舉辦「身障體驗」活動。,This event aims to foster empathy and understanding among students.,這項活動旨在增進學生之間的同理心和理解。,https://www.youtube.com/watch?v=LTMP1jfFbgE
3W7V-QXiZUg,Word of the day: glove puppetry 布袋戲,glove puppetry,布袋戲,chungshan,彰化縣彰化市中山國小,changhua-city,"Budaixi, also known as glove puppetry, is a traditional form of puppetry in Taiwan.",布袋戲，又稱布袋戲，是台灣傳統的木偶戲形式。,Glove puppetry usually features elaborate sets and dramatic music.,布袋戲通常以精緻的佈景和戲劇性的音樂為特色。,https://www.youtube.com/watch?v=3W7V-QXiZUg
SEiitw-leB0,Word of the Day: celebration (n)慶祝,celebration (n),慶祝,changan,彰化縣竹塘鄉長安國小,zhutang,"The school hosted a Halloween celebration, with students dressed up in fun costumes.",學校舉辦了萬聖節慶祝活動，學生們穿著有趣的服裝。,"During the celebration, students played games that were both exciting and challenging.",在慶祝活動中，同學們進行了既刺激又富有挑戰性的遊戲。,https://www.youtube.com/watch?v=SEiitw-leB0
vYQwl-B071U,Word of the Day: professional development 專業進修,professional development,專業進修,yude,彰化縣二林鎮育德國小,erlin,Teachers learn new skills and strategies during their professional development sessions.,在專業訓練課程中，老師可以學到新的教學技巧與策略。,"In Taiwan, all schools have professional development sessions for teachers.",在台灣，所有學校都有教師專業訓練課程。,https://www.youtube.com/watch?v=vYQwl-B071U
DpgHb08zSMA,Word of the Day: Halloween (n) 萬聖節,Halloween (n),萬聖節,chungshan,彰化縣彰化市中山國小,changhua-city,The students learn about the history and meaning of Halloween throgh fun activities designed by their teacher.,學生透過老師設計的有趣活動來了解萬聖節的歷史和意義。,"These activities teach them unique Halloween words such as 'ghost,' 'witch,' and 'pumpkin'.",這些活動教他們獨特的萬聖節單詞，如“幽靈”、“女巫”和“南瓜”。,https://www.youtube.com/watch?v=DpgHb08zSMA
yRCAdObctic,Word of the Day: library (n) 圖書館,library (n),圖書館,wanlai,彰化縣北斗鎮萬來國小,beidou,The students go and learn about the library.,同學們到圖書館參觀學習。,They learn about all the things they can do at the library.,他們學習在圖書館能夠做的事情。,https://www.youtube.com/watch?v=yRCAdObctic
Mfi0en7GiXc,Word of the Day: modelling clay 造型黏土,modelling clay,造型黏土,chaohsing,彰化縣社頭鄉朝興國小,shetou,You can use modelling clay to make your very own artwork.,您可以使用造型黏土來製作自己的藝術品。,Modelling clay is easy and fun to use.,黏土模型使用起來既簡單又有趣。,https://www.youtube.com/watch?v=Mfi0en7GiXc
xOngwlPccuw,Word of the Day: run (v) 跑步,run (v),跑步,changan,彰化縣竹塘鄉長安國小,zhutang,The students are running at the track.,學生們在跑道上跑步。,Running is good exercise and students do it every day.,跑步是很好的運動，學生們每天都在跑步。,https://www.youtube.com/watch?v=xOngwlPccuw
sq9muQpRp1w,Word of the Day: competition (n) 比賽,competition (n),比賽,datong,彰化縣伸港鄉大同國小,shenkang,Rehearsing for the school's upcoming reading competition is a great way to build confidence.,為學校即將舉行的朗讀比賽進行排練是建立信心的好方法。,The students practice with the hope of giving an excellent performance in the competition.,同學共同練習，希望能在比賽中取得優異的成績。,https://www.youtube.com/watch?v=sq9muQpRp1w
0fs4TojJYL4,Word of the Day: glove puppetry 布袋戲,glove puppetry,布袋戲,hsinmin,彰化縣田中鎮新民國小,tianzhong,"Budaixi, also known as glove puppetry, is a traditional form of puppetry in Taiwan.",布袋戲，又稱布袋戲，是台灣傳統的木偶戲形式。,Glove puppetry usually features elaborate sets and dramatic music.,布袋戲通常以精緻的佈景和戲劇性的音樂為特色。,https://www.youtube.com/watch?v=0fs4TojJYL4
SXoojtGBJ7Q,Word of the Day: jump rope 跳繩,jump rope,跳繩,chiaoyi,彰化縣溪州鄉僑義國小,xizhou,Jumping rope is a great form of cardio.,跳繩是一種很好的有氧運動。,"Once you get the hang of it, you can jump rope really fast!",一旦掌握了竅門，你就能跳得很快！,https://www.youtube.com/watch?v=SXoojtGBJ7Q
8d_5bEG26bE,Word of the Day: earthquake drill 地震演習,earthquake drill,地震演習,guangxing,彰化縣二林鎮廣興國小,erlin,The students cover their heads during the earthquake drill.,在地震防災演練中，學生們用東西遮蓋頭部。,They go outside to learn more about an earthquake drill.,他們到教室外學習更多地震防災演練的知識。,https://www.youtube.com/watch?v=8d_5bEG26bE
15G7FVigo_U,Word of the Day: swimming class 游泳課(2),swimming class,游泳課(2),guangxing,彰化縣二林鎮廣興國小,erlin,The students learn how to swim in swimming class.,同學們在游泳課時學習如何游泳。,They learn the basics of swimming in swimming class.,他們在游泳課時學習游泳的基本動作。,https://www.youtube.com/watch?v=15G7FVigo_U
HC7hhfz420s,Word of the Day: eco-pond 生態池,eco-pond,生態池,chungshan,彰化縣彰化市中山國小,changhua-city,The school's eco-pond helps plants and animals grow.,學校的生態池塘有助於植物和動物的生長。,The eco-pond teaches students about nature and how to take care of the environment.,生態池塘向學生傳授自然知識以及如何保護環境。,https://www.youtube.com/watch?v=HC7hhfz420s
LIxZ7gMDzMI,Word of the Day: first grader 新生,first grader,新生,taiping,彰化縣埔心鄉太平國小,puxin,The school organized activities to help first graders and their parents get to know the school better.,學校規劃活動，幫助一年級新生及其家長更了解學校。,These events made first graders feel more comfortable in the new environment.,這些活動讓新生更加適應新環境。,https://www.youtube.com/watch?v=LIxZ7gMDzMI
3WnW9dGRhL4,Word of the Day: earthquake drill 地震演習,earthquake drill,地震演習,datong,彰化縣伸港鄉大同國小,shenkang,The students cover their heads during the earthquake drill.,在地震防災演練中，學生們用東西遮蓋頭部。,They go outside to learn more about an earthquake drill.,他們到教室外學習更多地震防災演練的知識。,https://www.youtube.com/watch?v=3WnW9dGRhL4
5ugoQUtDlBc,Word of the Day: earthquake drill 地震演習,earthquake drill,地震演習,santan,彰化縣田中鎮三潭國小,tianzhong,The students cover their heads during the earthquake drill.,在地震防災演練中，學生們用東西遮蓋頭部。,They go outside to learn more about an earthquake drill.,他們到教室外學習更多地震防災演練的知識。,https://www.youtube.com/watch?v=5ugoQUtDlBc
49_D9NbXBfo,Word of the Day: morning assembly 朝會,morning assembly,朝會,santan,彰化縣田中鎮三潭國小,tianzhong,"Morning assembly is a meeting that administrators, teachers, and students attend every morning at school.",早會是學校行政人員、教師和學生每天早上參加的會議。,Morning assembly is a great time for staff and faculty members to share important announcements with the student body.,晨會是教職員與學生團體分享重要公告的好時機。,https://www.youtube.com/watch?v=49_D9NbXBfo
zd_N9r0aD_c,Word of the Day: run (v) 跑步,run (v),跑步,santan,彰化縣田中鎮三潭國小,tianzhong,The students are running at the track.,學生們在跑道上跑步。,Running is good exercise and students do it every day.,跑步是很好的運動，學生們每天都在跑步。,https://www.youtube.com/watch?v=zd_N9r0aD_c
sIdY9f1u6yY,Word of the Day: drug (n) 毒品,drug (n),毒品,chungshan,彰化縣彰化市中山國小,changhua-city,An Anti-Drug Education Vehicle visits the school to promote anti-drug education.,反毒教育車到訪學校宣傳禁毒教育。,Students learn about the harmful effects of drugs by watching videos and playing games.,學生透過觀看影片和玩遊戲來了解毒品的有害影響。,https://www.youtube.com/watch?v=sIdY9f1u6yY
nD9ITCPZYVE,Word of the Day: basketball practice 籃球訓練,basketball practice,籃球訓練,dayuan-puyan,彰化縣埔鹽鄉大園國小,puyan,The students are outside for basketball practice.,同學們在外面做籃球訓練。,They work hard during basketball practice.,他們非常認真地做籃球訓練。,https://www.youtube.com/watch?v=nD9ITCPZYVE
klr76igZQWA,Word of the Day: tablet (n) 平板 明禮,tablet (n),平板 明禮,mingli,彰化縣田中鎮明禮國小,tianzhong,The students use a tablet to study English.,同學們使用平板來學習英文。,There are many different ways to study English on a tablet.,有很多方式可以在平板上學習英文。,https://www.youtube.com/watch?v=klr76igZQWA
_ZURYnSyd2Y,Word of the Day: stretch (v) 伸展,stretch (v),伸展,erlin,彰化縣二林鎮二林國小,erlin,The students are doing their stretching exercise.,學生們正在做伸展運動。,Stretching helps muscles and joints stay healthy.,拉伸有助於肌肉和關節保持健康。,https://www.youtube.com/watch?v=_ZURYnSyd2Y
EBckeVgwFP8,Word of the Day: soccer (n) 足球,soccer (n),足球,santan,彰化縣田中鎮三潭國小,tianzhong,Soccer is a popular sport around the world.,足球是世界上非常流行的運動。,The students are playing in a soccer game.,學生正在進行一場足球賽。,https://www.youtube.com/watch?v=EBckeVgwFP8
VUvGhByfYUE,Word of the Day: dribble (v) 運球,dribble (v),運球,datong,彰化縣伸港鄉大同國小,shenkang,The students dribble basketballs on the basketball court.,同學們在籃球場上運球。,The students dribble basketballs together at the same time.,他們同一個時間一起運球。,https://www.youtube.com/watch?v=VUvGhByfYUE
