video_id,title,keyword,keyword_zh,school_slug,school_zh,school_raw,school_status,township_slug,sentence_1,sentence_1_zh,sentence_2,sentence_2_zh,youtube,in_existing_csv
YQtcFq3xe6U,Word of the Day: session 活動,session,活動,,,台中市神岡區豐洲國小,out_of_county,,A local teacher and a foreign teacher collaborate to lead an engaging storytelling session.,中師和一位外師合作，帶領一場引人入勝的說故事活動。,"During an 'English Day' event, students are listening and actively participating in an interactive Q&A session.",在「英語日」活動期間，學生們正在專心聆聽並積極參與互動問答環節。,https://www.youtube.com/watch?v=YQtcFq3xe6U,True
K5inXsD_Oo0,Word of the Day: dance 跳舞,dance,跳舞,,,台中市神岡區豐洲國小,out_of_county,,The students dance to the music.,學生們跟隨著音樂節奏跳舞。,The students dance together in class.,學生們在課堂上一起舞蹈。,https://www.youtube.com/watch?v=K5inXsD_Oo0,True
0Cq94Xys0bg,Word of the Day: basketball arcade game 電子投籃遊戲,basketball arcade game,電子投籃遊戲,erlin,彰化縣二林鎮二林國小,彰化縣二林鎮二林國小,ok,erlin,They are trying to get a high score on the basketball arcade game.,他們正在努力在籃球電子遊戲中取得高分。,The students are having a great time playing the basketball arcade game.,學生們正在玩籃球電子遊戲，玩得很開心。,https://www.youtube.com/watch?v=0Cq94Xys0bg,True
SEJ6MnpDXPM,Word of the Day: match 配對,match,配對,erlin,彰化縣二林鎮二林國小,彰化縣二林鎮二林國小,ok,erlin,The students are playing a matching card game to find the correct pairs.,學生們正在玩配對紙牌遊戲，尋找正確的配對。,They are taking turns flipping over cards to see if they can make a match.,他們輪流翻紙牌，看看能否配對成功。,https://www.youtube.com/watch?v=SEJ6MnpDXPM,True
bqo3g3IKqLs,Word of the Day: sand 沙,sand,沙,erlin,彰化縣二林鎮二林國小,彰化縣二林鎮二林國小,ok,erlin,The students are having fun playing in the sandbox with shovels and buckets.,學生拿著鏟子和水桶在沙箱玩耍，玩得很開心。,They are working together to build sandcastles and other shapes in the sand.,他們一起在沙上堆沙堡和其他形狀的東西。,https://www.youtube.com/watch?v=bqo3g3IKqLs,True
OjjGsPg5eG8,Word of the Day: sweet potato balls 地瓜球,sweet potato balls,地瓜球,erlin,彰化縣二林鎮二林國小,彰化縣二林鎮二林國小,ok,erlin,The students are making sweet potato balls by mixing ingredients and rolling them into small pieces.,學生們正在製作地瓜球，把各種材料混合在一起，然後把它們搓成小塊。,Everyone is working together to get the sweet potato balls ready for frying.,大家齊心協力，把地瓜球做好油炸的準備。,https://www.youtube.com/watch?v=OjjGsPg5eG8,True
Y8d33gppbgE,Word of the Day: homework 家庭作業,homework,家庭作業,erlin,彰化縣二林鎮二林國小,彰化縣二林鎮二林國小,ok,erlin,The students are quietly doing their homework in the classroom.,學生們正在教室裡安靜地做作業。,The homework helps them review what they have learned in class.,作業幫助他們複習在課堂上學到的知識。,https://www.youtube.com/watch?v=Y8d33gppbgE,False
WaEq6CtY3jA,Word of the Day: mall 商場,mall,商場,erlin,彰化縣二林鎮二林國小,彰化縣二林鎮二林國小,ok,erlin,The students are on a field trip to learn about different products in a shopping mall.,學生們正在進行校外教學活動，他們學習購物中心的各種商品。,They are practicing their shopping skills and are learning how to shop by themselves in the mall,他們正在練習購物技巧，學習如何在購物中心獨立購物。,https://www.youtube.com/watch?v=WaEq6CtY3jA,True
1PplXg6mS9s,Word of the Day: modelling clay 造型黏土,modelling clay,造型黏土,erlin,彰化縣二林鎮二林國小,彰化縣二林鎮二林國小,ok,erlin,You can use modelling clay to make your very own artwork.,您可以使用造型黏土來製作自己的藝術品。,Modelling clay is easy and fun to use.,黏土模型使用起來既簡單又有趣。,https://www.youtube.com/watch?v=1PplXg6mS9s,False
VsgXr78Bfjw,Word of the Day: nine square grid puzzle 九宮格拼圖,nine square grid puzzle,九宮格拼圖,erlin,彰化縣二林鎮二林國小,彰化縣二林鎮二林國小,ok,erlin,The students are putting together a nine-square grid puzzle to learn about local history and geography.,學生們正在拼九宮格拼圖，以了解當地的歷史和地理。,"Through this nine-square grid puzzle game, they are putting the boxes in the right order to finish the picture.",透過這個九宮格拼圖遊戲，他們將方格按正確的順序排列，以完成一幅完整的圖畫。,https://www.youtube.com/watch?v=VsgXr78Bfjw,True
y3gIs_OJXXk,Word of the Day: SDGs 永續發展目標1,SDGs,永續發展目標1,taiping,彰化縣埔心鄉太平國小,彰化縣埔心鄉太平國小,ok,puxin,The students are making posters for World Ocean Day to promote SDG 14: Life Below Water.,學生們正在製作世界海洋日的海報，以宣傳永續發展目標14：水下生物。,They are drawing marine animals and are writing about topics like glass bottle recycling to protect the ocean.,他們畫著海洋動物，並撰寫了諸如玻璃瓶回收等主題的文章，以保護海洋。,https://www.youtube.com/watch?v=y3gIs_OJXXk,True
tUWyUBqHkN4,Word of the Day: SDGs 永續發展目標,SDGs,永續發展目標,taiping,彰化縣埔心鄉太平國小,彰化縣埔心鄉太平國小,ok,puxin,"The students are drawing a comic story about SDG 6, which is about clean water and sanitation.",學生們正在繪製一個關於永續發展目標6（SDG 6）的漫畫故事，該目標與清潔水和衛生設施有關。,They are using their creativity to tell a story that promotes the importance of saving water.,他們發揮創造力，講述一個宣傳節約用水重要性的故事。,https://www.youtube.com/watch?v=tUWyUBqHkN4,True
LLkRJ3PHE_E,Word of the Day: thank you card 感謝卡,thank you card,感謝卡,dacheng-cc,彰化縣彰化市大成國小,彰化縣彰化市大成國小,ok,changhua-city,The students are making special thank-you cards.,學生們正在製作特別的感謝卡。,The thank-you cards show appreciation for all the people who help them at school!,感謝卡表達了對所有在學校幫助過他們的人的感激之情！,https://www.youtube.com/watch?v=LLkRJ3PHE_E,True
XeuUKc5VNn8,Word of the Day: concert 音樂會,concert,音樂會,wenchang,彰化縣花壇鄉文祥國小,彰化縣花壇鄉文祥國小,ok,huatan,The school is holding a wonderful Mother's Day Appreciation Concert to celebrate all our amazing moms.,學校將舉​​辦一場精彩的母親節感謝音樂會，為我們所有偉大的媽媽們獻上祝福。,"Students are showcasing their diverse talents at the special Mother's Day concert, showing their love and appreciation.",學生們在這場特別的母親節音樂會上展示了他們豐富多彩的才藝，表達了他們對母親的愛與感激。,https://www.youtube.com/watch?v=XeuUKc5VNn8,True
3ZICNLaYHBQ,Word of the Day: bilingual 雙語的,bilingual,雙語的,wenchang,彰化縣花壇鄉文祥國小,彰化縣花壇鄉文祥國小,ok,huatan,A sports professor is observing the bilingual PE lesson to help the teacher improve.,一位體育教授正在觀摩雙語體育課，以幫助老師提升水準。,The students are doing gymnastics in a bilingual PE lesson with the teacher.,學生們在雙語體育課上與老師一起練習體操。,https://www.youtube.com/watch?v=3ZICNLaYHBQ,True
iufmyrAqcQA,Word of the Day: lotion 乳液,lotion,乳液,yuying,彰化縣員林市育英國小,彰化縣員林市育英國小,ok,yuanlin-city,The students are learning to make hand lotion on Career Day.,職業日當天，學生們正在學習製作護手乳。,They are using different ingredients to make their own unique lotion.,他們使用不同的原料，製作出自己獨特的護手乳。,https://www.youtube.com/watch?v=iufmyrAqcQA,True
I-N0v0cRe4U,Word of the Day: scale 秤,scale,秤,yuying,彰化縣員林市育英國小,彰化縣員林市育英國小,ok,yuanlin-city,The students are using the scale to weigh the different objects.,學生們正在用秤稱量不同的物體。,They are learning how to use the scale by watching the numbers change.,他們透過觀察數字的變化來學習如何使用秤。,https://www.youtube.com/watch?v=I-N0v0cRe4U,True
2fYRmKIFHU0,Word of the Day: Earth Day 地球日,Earth Day,地球日,cundong,彰化縣大村鄉村東國小,彰化縣大村鄉村東國小,ok,dacun,The teacher is talking to the students in class about Earth Day.,老師正在課堂上為學生講解地球日。,The students are learning how to protect our planet on Earth Day.,學生們正在學習如何在地球日保護我們的地球。,https://www.youtube.com/watch?v=2fYRmKIFHU0,True
V_cgqOpR4DE,Word of the Day: drone 無人機,drone,無人機,cundong,彰化縣大村鄉村東國小,彰化縣大村鄉村東國小,ok,dacun,The students are navigating drones through the hoops.,學生們正在操控無人機穿越鐵環。,"Flying drones requires time, practice, and focus.",駕駛無人機需要時間、練習和專注。,https://www.youtube.com/watch?v=V_cgqOpR4DE,True
QFnaNAKsw8I,Word of the Day: learn English 學習英語,learn English,學習英語,cundong,彰化縣大村鄉村東國小,彰化縣大村鄉村東國小,ok,dacun,Listening to stories is a fun and effective way to learn English.,聽故事是一種有趣且有效的英語學習方法。,Interactive games can effectively engage students in learning English.,互動遊戲可以有效地吸引學生學習英語。,https://www.youtube.com/watch?v=QFnaNAKsw8I,True
UdQuQ95k-yU,Word of the Day: soccer 足球,soccer,足球,cundong,彰化縣大村鄉村東國小,彰化縣大村鄉村東國小,ok,dacun,The students are working on their soccer skills on the field.,學生們正在球場上練習足球技巧。,They are learning to control the soccer ball with their feet.,他們正在學習用腳控制足球。,https://www.youtube.com/watch?v=UdQuQ95k-yU,False
V4R57WkQpjo,Word of the Day: puffed rice 爆米香,puffed rice,爆米香,chungshan,彰化縣彰化市中山國小,彰化縣彰化市中山國小,ok,changhua-city,The students watch puffed rice being made.,學生們觀看爆米香是如何製作的。,They learn how to make puffed rice.,他們學習製作爆米香。,https://www.youtube.com/watch?v=V4R57WkQpjo,False
GbKmXi1ldsQ,Word of the Day: outdoor 戶外的,outdoor,戶外的,dacheng-cc,彰化縣彰化市大成國小,彰化縣彰化市大成國小,ok,changhua-city,"Students are enjoying a fantastic outdoor field trip, getting to try out rowing boats.",學生們正在享受非常特別的校外教學，他們嘗試划船。,"They are learning to paddle together on the water, exploring nature during their outdoor education.",在校外學習期間，他們學習如何在水上一起划槳，並探索大自然。,https://www.youtube.com/watch?v=GbKmXi1ldsQ,True
6MIi8fW1IpI,Word of the Day: pass 傳遞,pass,傳遞,cundong,彰化縣大村鄉村東國小,彰化縣大村鄉村東國小,ok,dacun,The students are standing in a line to pass the books.,學生們站成一排傳遞書籍。,They are working together to pass the books from one place to another.,他們齊心協力，把書籍從一個地方傳遞到另一個地方。,https://www.youtube.com/watch?v=6MIi8fW1IpI,True
OMcVOAlaIwg,Word of the Day: math 數學,math,數學,shuiwei,彰化縣溪州鄉水尾國小,彰化縣溪州鄉水尾國小,ok,xizhou,The students are solving math problems.,學生們正在解決數學問題。,The students are working on their math workbooks.,學生們正在做他們的數學作業本。,https://www.youtube.com/watch?v=OMcVOAlaIwg,False
4vKDOhR1oSA,Word of the Day: jump rope 跳繩,jump rope,跳繩,shuiwei,彰化縣溪州鄉水尾國小,彰化縣溪州鄉水尾國小,ok,xizhou,Jump rope is a good way to stay active and healthy.,跳繩是保持活躍和健康的好方法。,The students enjoy playing jump rope at recess.,課間休息時，學生喜歡玩跳繩。,https://www.youtube.com/watch?v=4vKDOhR1oSA,False
VhppzfCS9rY,Word of the Day: HIV AIDS 愛滋病毒,HIV AIDS,愛滋病毒,shuiwei,彰化縣溪州鄉水尾國小,彰化縣溪州鄉水尾國小,ok,xizhou,Students go to the auditorium to learn about HIV/AIDS.,同學們到禮堂聽取有關HIV病毒與愛滋病的知識。,They learn about HIV/AIDS for health education.,學習HIV病毒與愛滋病相關知識是他們健康教育的一部份。,https://www.youtube.com/watch?v=VhppzfCS9rY,True
jFRxl4dhhgM,Word of the Day: enterovirus 腸病毒,enterovirus,腸病毒,shuiwei,彰化縣溪州鄉水尾國小,彰化縣溪州鄉水尾國小,ok,xizhou,The students learn how to prevent enteroviruses at school.,學生在學校學習如何預防腸病毒。,They learn how to make disinfectants to prevent the spread of enterovirus.,他們學習如何製造消毒劑以防止腸病毒的傳播。,https://www.youtube.com/watch?v=jFRxl4dhhgM,True
0QPppzLf42E,Word of the Day: agriculture class 食農課,agriculture class,食農課,shuiwei,彰化縣溪州鄉水尾國小,彰化縣溪州鄉水尾國小,ok,xizhou,"In the agriculture class, students loosen the soil and mix in fertilizer.",在農業課上，學生鬆土、施肥。,They learn basic farming skills by working together outdoors during the agriculture class.,他們在農業課上一起在戶外工作，學習基本的農耕技能。,https://www.youtube.com/watch?v=0QPppzLf42E,False
